Sample	ENiClust	key	value	logvalue
CURTIS_H001666_T01_01_WG01	IC9	RS6	0	0
CURTIS_H001667_T01_01_WG01	ER+ Typical	RS6	8	0.954242509439325
CURTIS_H001668_T01_01_WG01	ER+ Typical	RS6	63	1.80617997398389
CURTIS_H001669_T01_01_WG01	ER+ Typical	RS6	24	1.39794000867204
CURTIS_H001670_T01_01_WG01	IC1	RS6	0	0
CURTIS_H001671_T01_01_WG01	ER+ Typical	RS6	13	1.14612803567824
CURTIS_H001672_T01_01_WG01	ER+ Typical	RS6	0	0
CURTIS_H001673_T01_01_WG01	HER2+	RS6	290	2.46389298898591
CURTIS_H001674_T01_01_WG01	ER+ Typical	RS6	1	0.301029995663981
CURTIS_H001675_T01_01_WG01	ER+ Typical	RS6	125	2.10037054511756
CURTIS_H001676_T01_01_WG01	IC9	RS6	116	2.06818586174616
CURTIS_H001677_T01_01_WG01	ER+ Typical	RS6	0	0
CURTIS_H001678_T01_01_WG01	IC6	RS6	144	2.16136800223497
CURTIS_H001679_T01_01_WG01	ER+ Typical	RS6	0	0
CURTIS_H001680_T01_01_WG01	IC2	RS6	25	1.41497334797082
CURTIS_H001681_T01_01_WG01	IC2	RS6	38	1.5910646070265
CURTIS_H001682_T01_01_WG01	IC1	RS6	238	2.37839790094814
CURTIS_H001684_T01_01_WG01	HER2+	RS6	127	2.10720996964787
CURTIS_H001685_T01_01_WG01	ER+ Typical	RS6	NA	NA
CURTIS_H001687_T01_01_WG01	HER2+	RS6	239	2.38021124171161
CURTIS_H001688_T01_01_WG01	HER2+	RS6	56	1.75587485567249
CURTIS_H001689_T01_01_WG01	HER2+	RS6	10	1.04139268515822
CURTIS_H001690_T01_01_WG01	HER2+	RS6	71	1.85733249643127
CURTIS_H001691_T01_01_WG01	ER+ Typical	RS6	0	0
CURTIS_H001692_T01_01_WG01	IC6	RS6	25	1.41497334797082
CURTIS_H001693_T01_01_WG01	IC1	RS6	127	2.10720996964787
CURTIS_H001695_T01_01_WG01	HER2+	RS6	65	1.81954393554187
CURTIS_H001697_T01_01_WG01	ER+ Typical	RS6	29	1.47712125471966
CURTIS_H001698_T01_01_WG01	HER2+	RS6	195	2.29225607135648
CURTIS_H001699_T01_01_WG01	IC1	RS6	193	2.28780172993023
CURTIS_H001700_T01_01_WG01	HER2+	RS6	147	2.17026171539496
CURTIS_H001701_T01_01_WG01	ER+ Typical	RS6	20	1.32221929473392
CURTIS_H001704_T01_01_WG01	ER+ Typical	RS6	9	1
CURTIS_H001705_T01_01_WG01	ER+ Typical	RS6	28	1.46239799789896
CURTIS_H001706_T01_01_WG01	ER+ Typical	RS6	8	0.954242509439325
CURTIS_H001707_T01_01_WG01	ER+ Typical	RS6	6	0.845098040014257
CURTIS_H001708_T01_01_WG01	ER+ Typical	RS6	21	1.34242268082221
CURTIS_H001709_T01_01_WG01	ER+ Typical	RS6	22	1.36172783601759
CURTIS_H001711_T01_01_WG01	ER+ Typical	RS6	0	0
CURTIS_H001712_T01_01_WG01	ER+ Typical	RS6	65	1.81954393554187
CURTIS_H001713_T01_01_WG01	ER+ Typical	RS6	10	1.04139268515822
CURTIS_H001714_T01_01_WG01	ER+ Typical	RS6	13	1.14612803567824
CURTIS_H001715_T01_01_WG01	IC6	RS6	156	2.19589965240923
CURTIS_H001716_T01_01_WG01	ER+ Typical	RS6	202	2.30749603791321
CURTIS_H001717_T01_01_WG01	IC6	RS6	109	2.04139268515822
CURTIS_H001721_T01_01_WG01	HER2+	RS6	8	0.954242509439325
CURTIS_H001722_T01_01_WG01	ER+ Typical	RS6	15	1.20411998265592
CURTIS_H001723_T01_01_WG01	ER+ Typical	RS6	67	1.83250891270624
CURTIS_H001724_T01_01_WG01	ER+ Typical	RS6	0	0
CURTIS_H001725_T01_01_WG01	ER+ Typical	RS6	0	0
CURTIS_H001726_T01_01_WG01	ER+ Typical	RS6	0	0
CURTIS_H001727_T01_01_WG01	IC1	RS6	225	2.3541084391474
CURTIS_H001728_T01_01_WG01	IC6	RS6	222	2.34830486304816
CURTIS_H001729_T01_01_WG01	ER+ Typical	RS6	34	1.54406804435028
CURTIS_H001730_T01_01_WG01	IC6	RS6	84	1.92941892571429
CURTIS_H001731_T01_01_WG01	ER+ Typical	RS6	32	1.51851393987789
CURTIS_H001732_T01_01_WG01	ER+ Typical	RS6	2	0.477121254719662
CURTIS_H001733_T01_01_WG01	HER2+	RS6	0	0
CURTIS_H001734_T01_01_WG01	ER+ Typical	RS6	0	0
CURTIS_H001735_T01_01_WG01	ER+ Typical	RS6	0	0
CURTIS_H001736_T01_01_WG01	IC2	RS6	4	0.698970004336019
CURTIS_H001737_T01_01_WG01	IC1	RS6	0	0
CURTIS_H001738_T01_01_WG01	ER+ Typical	RS6	4	0.698970004336019
CURTIS_H001739_T01_01_WG01	ER+ Typical	RS6	3	0.602059991327962
CURTIS_H001740_T01_01_WG01	ER+ Typical	RS6	0	0
CURTIS_H001741_T01_01_WG01	ER+ Typical	RS6	17	1.25527250510331
CURTIS_H001742_T01_01_WG01	ER+ Typical	RS6	182	2.26245108973043
CURTIS_H001743_T01_01_WG01	IC9	RS6	28	1.46239799789896
CURTIS_H001744_T01_01_WG01	ER+ Typical	RS6	40	1.61278385671974
CURTIS_H001745_T01_01_WG01	ER+ Typical	RS6	8	0.954242509439325
CURTIS_H001746_T01_01_WG01	ER+ Typical	RS6	18	1.27875360095283
CURTIS_H001747_T01_01_WG01	IC9	RS6	85	1.93449845124357
CURTIS_H001748_T01_01_WG01	ER+ Typical	RS6	NA	NA
CURTIS_H001750_T01_01_WG01	ER+ Typical	RS6	0	0
CURTIS_H001751_T01_01_WG01	ER+ Typical	RS6	0	0
CURTIS_H001752_T01_01_WG01	ER+ Typical	RS6	21	1.34242268082221
CURTIS_H001753_T01_01_WG01	ER+ Typical	RS6	0	0
CURTIS_H002031_T01_01_WG01	ER+ Typical	RS6	0	0
CURTIS_H002034_T01_01_WG01	ER+ Typical	RS6	6	0.845098040014257
CURTIS_H002036_T01_01_WG01	ER+ Typical	RS6	2	0.477121254719662
CURTIS_H002042_T01_01_WG01	ER+ Typical	RS6	11	1.07918124604762
CURTIS_H002049_T01_01_WG01	IC9	RS6	142	2.15533603746506
CURTIS_H002053_T01_01_WG01	ER+ Typical	RS6	66	1.82607480270083
CURTIS_H002057_T01_01_WG01	IC9	RS6	0	0
CURTIS_H002059_T01_01_WG01	ER+ Typical	RS6	13	1.14612803567824
CURTIS_H002064_T01_01_WG01	ER+ Typical	RS6	1	0.301029995663981
CURTIS_H002071_T01_01_WG01	ER+ Typical	RS6	7	0.903089986991944
CURTIS_H002080_T01_01_WG01	HER2+	RS6	112	2.05307844348342
CURTIS_H002084_T01_01_WG01	IC2	RS6	101	2.00860017176192
CURTIS_H002086_T01_01_WG01	ER+ Typical	RS6	0	0
CURTIS_H002089_T01_01_WG01	ER+ Typical	RS6	0	0
CURTIS_H002097_T01_01_WG01	IC9	RS6	10	1.04139268515822
CURTIS_H003223_T01_01_WG01	IC6	RS6	236	2.3747483460101
CURTIS_H004015_T01_01_WG01	IC1	RS6	193	2.28780172993023
CURTIS_H004016_T01_01_WG01	ER+ Typical	RS6	40	1.61278385671974
CURTIS_H004018_T01_01_WG01	HER2+	RS6	337	2.52891670027765
CURTIS_H004056_T02_01_WG01	ER+ Typical	RS6	0	0
CURTIS_H004066_T01_01_WG01	HER2+	RS6	39	1.60205999132796
CURTIS_H004115_T01_01_WG01	ER+ Typical	RS6	35	1.55630250076729
CURTIS_H004118_T01_01_WG01	IC2	RS6	45	1.66275783168157
CURTIS_H004127_T01_01_WG01	ER+ Typical	RS6	48	1.69019608002851
CURTIS_H004158_T01_01_WG01	HER2+	RS6	293	2.46834733041216
CURTIS_H004179_T01_01_WG01	ER+ Typical	RS6	234	2.37106786227174
CURTIS_H004182_T01_01_WG01	ER+ Typical	RS6	18	1.27875360095283
CURTIS_H004188_T01_01_WG01	IC1	RS6	98	1.99563519459755
CURTIS_H004210_T01_01_WG01	IC1	RS6	149	2.17609125905568
CURTIS_H004211_T01_01_WG01	ER+ Typical	RS6	162	2.21218760440396
CURTIS_H004218_T01_01_WG01	IC2	RS6	79	1.90308998699194
CURTIS_H004221_T01_01_WG01	HER2+	RS6	384	2.5854607295085
CURTIS_H004251_T01_01_WG01	ER+ Typical	RS6	0	0
CURTIS_H004254_T01_01_WG01	ER+ Typical	RS6	16	1.23044892137827
CURTIS_H004265_T01_01_WG01	ER+ Typical	RS6	180	2.25767857486918
CURTIS_H004270_T01_01_WG01	ER+ Typical	RS6	109	2.04139268515822
CURTIS_H004271_T02_01_WG01	ER+ Typical	RS6	91	1.96378782734556
CURTIS_H004281_T01_01_WG01	HER2+	RS6	124	2.09691001300806
CURTIS_H004287_T01_01_WG01	ER+ Typical	RS6	19	1.30102999566398
CURTIS_H004289_T01_01_WG01	HER2+	RS6	276	2.44247976906445
CURTIS_H004297_T01_01_WG01	IC9	RS6	7	0.903089986991944
CURTIS_H004303_T01_01_WG01	IC6	RS6	42	1.63346845557959
CURTIS_H004304_T01_01_WG01	HER2+	RS6	262	2.41995574848976
CURTIS_H004324_T01_01_WG01	ER+ Typical	RS6	37	1.57978359661681
CURTIS_H004333_T01_01_WG01	ER+ Typical	RS6	4	0.698970004336019
CURTIS_H004369_T01_01_WG01	HER2+	RS6	158	2.20139712432045
CURTIS_H004370_T01_01_WG01	ER+ Typical	RS6	23	1.38021124171161
CURTIS_H004381_T01_01_WG01	ER+ Typical	RS6	78	1.89762709129044
CURTIS_H004386_T01_01_WG01	ER+ Typical	RS6	0	0
CURTIS_H004389_T01_01_WG01	HER2+	RS6	105	2.02530586526477
CURTIS_H004443_T01_01_WG01	ER+ Typical	RS6	214	2.33243845991561
CURTIS_H004458_T01_01_WG01	ER+ Typical	RS6	6	0.845098040014257
CURTIS_H004463_T01_01_WG01	IC9	RS6	76	1.88649072517248
CURTIS_H004482_T01_01_WG01	IC9	RS6	245	2.39093510710338
CURTIS_H004504_T01_01_WG01	ER+ Typical	RS6	64	1.81291335664286
CURTIS_H004514_T01_01_WG01	IC2	RS6	51	1.7160033436348
CURTIS_H004521_T01_01_WG01	ER+ Typical	RS6	0	0
CURTIS_H004529_T01_01_WG01	IC9	RS6	74	1.8750612633917
CURTIS_H004536_T01_01_WG01	IC6	RS6	4	0.698970004336019
CURTIS_H004559_T01_01_WG01	ER+ Typical	RS6	23	1.38021124171161
CURTIS_H004574_T01_01_WG01	ER+ Typical	RS6	26	1.43136376415899
CURTIS_H004598_T01_01_WG01	ER+ Typical	RS6	80	1.90848501887865
CURTIS_H004610_T01_01_WG01	IC1	RS6	0	0
CURTIS_H004650_T01_01_WG01	IC1	RS6	98	1.99563519459755
CURTIS_H004652_T01_01_WG01	ER+ Typical	RS6	13	1.14612803567824
CURTIS_H004656_T01_01_WG01	ER+ Typical	RS6	37	1.57978359661681
CURTIS_H004668_T01_01_WG01	ER+ Typical	RS6	51	1.7160033436348
CURTIS_H004708_T01_01_WG01	ER+ Typical	RS6	120	2.08278537031645
CURTIS_H000378_T01_01_WG01	ER+ Typical	RS2	6	0.845098040014257
CURTIS_H000380_T01_01_WG01	IC6	RS2	53	1.73239375982297
CURTIS_H000382_T01_01_WG01	IC9	RS2	30	1.49136169383427
CURTIS_H000385_T01_01_WG01	ER+ Typical	RS2	29	1.47712125471966
CURTIS_H000387_T01_01_WG01	IC1	RS2	39	1.60205999132796
CURTIS_H000389_T01_01_WG01	IC1	RS2	75	1.88081359228079
CURTIS_H000390_T01_01_WG01	ER+ Typical	RS2	127	2.10720996964787
CURTIS_H000391_T01_01_WG01	HER2+	RS2	47	1.68124123737559
CURTIS_H000392_T01_01_WG01	HER2+	RS2	0	0
CURTIS_H000393_T01_01_WG01	HER2+	RS2	47	1.68124123737559
CURTIS_H000394_T01_01_WG01	HER2+	RS2	42	1.63346845557959
CURTIS_H000396_T01_01_WG01	IC9	RS2	114	2.06069784035361
CURTIS_H000398_T01_01_WG01	ER+ Typical	RS2	28	1.46239799789896
CURTIS_H000399_T01_01_WG01	IC1	RS2	89	1.95424250943932
CURTIS_H000400_T01_01_WG01	IC1	RS2	24	1.39794000867204
CURTIS_H000402_T01_01_WG01	IC9	RS2	1	0.301029995663981
CURTIS_H000404_T01_01_WG01	ER+ Typical	RS2	3	0.602059991327962
CURTIS_H000405_T01_01_WG01	ER+ Typical	RS2	171	2.23552844690755
CURTIS_H000410_T01_01_WG01	ER+ Typical	RS2	31	1.50514997831991
CURTIS_H000412_T01_01_WG01	HER2+	RS2	0	0
CURTIS_H000415_T01_01_WG01	IC1	RS2	47	1.68124123737559
CURTIS_H000416_T01_01_WG01	IC6	RS2	8	0.954242509439325
CURTIS_H000417_T01_01_WG01	ER+ Typical	RS2	7	0.903089986991944
CURTIS_H000418_T01_01_WG01	ER+ Typical	RS2	25	1.41497334797082
CURTIS_H000419_T01_01_WG01	IC6	RS2	17	1.25527250510331
CURTIS_H000420_T01_01_WG01	ER+ Typical	RS2	1	0.301029995663981
CURTIS_H000421_T01_01_WG01	ER+ Typical	RS2	12	1.11394335230684
CURTIS_H000422_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H000423_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H000424_T01_01_WG01	ER+ Typical	RS2	20	1.32221929473392
CURTIS_H000425_T01_01_WG01	ER+ Typical	RS2	26	1.43136376415899
CURTIS_H000427_T01_01_WG01	ER+ Typical	RS2	116	2.06818586174616
CURTIS_H000428_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H000429_T01_01_WG01	IC6	RS2	37	1.57978359661681
CURTIS_H000430_T01_01_WG01	ER+ Typical	RS2	17	1.25527250510331
CURTIS_H000431_T01_01_WG01	ER+ Typical	RS2	2	0.477121254719662
CURTIS_H000432_T01_01_WG01	IC2	RS2	5	0.778151250383644
CURTIS_H000433_T01_01_WG01	ER+ Typical	RS2	1	0.301029995663981
CURTIS_H000434_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H000435_T01_01_WG01	IC9	RS2	250	2.39967372148104
CURTIS_H000436_T01_01_WG01	ER+ Typical	RS2	4	0.698970004336019
CURTIS_H000437_T01_01_WG01	ER+ Typical	RS2	18	1.27875360095283
CURTIS_H000438_T01_01_WG01	IC6	RS2	15	1.20411998265592
CURTIS_H000439_T01_01_WG01	ER+ Typical	RS2	8	0.954242509439325
CURTIS_H000440_T01_01_WG01	ER+ Typical	RS2	2	0.477121254719662
CURTIS_H000441_T01_01_WG01	ER+ Typical	RS2	1	0.301029995663981
CURTIS_H000442_T01_01_WG01	ER+ Typical	RS2	25	1.41497334797082
CURTIS_H000443_T01_01_WG01	ER+ Typical	RS2	35	1.55630250076729
CURTIS_H000444_T01_01_WG01	ER+ Typical	RS2	81	1.91381385238372
CURTIS_H000445_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H000446_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H000447_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H000448_T01_01_WG01	ER+ Typical	RS2	6	0.845098040014257
CURTIS_H000449_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H000450_T01_01_WG01	ER+ Typical	RS2	9	1
CURTIS_H000451_T01_01_WG01	IC9	RS2	51	1.7160033436348
CURTIS_H000452_T01_01_WG01	ER+ Typical	RS2	51	1.7160033436348
CURTIS_H000453_T01_01_WG01	ER+ Typical	RS2	136	2.13672056715641
CURTIS_H000454_T01_01_WG01	ER+ Typical	RS2	23	1.38021124171161
CURTIS_H000455_T01_01_WG01	IC1	RS2	112	2.05307844348342
CURTIS_H000456_T01_01_WG01	ER+ Typical	RS2	1	0.301029995663981
CURTIS_H000457_T01_01_WG01	ER+ Typical	RS2	8	0.954242509439325
CURTIS_H000458_T01_01_WG01	ER+ Typical	RS2	15	1.20411998265592
CURTIS_H000459_T01_01_WG01	ER+ Typical	RS2	17	1.25527250510331
CURTIS_H000460_T01_01_WG01	ER+ Typical	RS2	43	1.64345267648619
CURTIS_H000461_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H000462_T01_01_WG01	IC9	RS2	14	1.17609125905568
CURTIS_H000463_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H000464_T01_01_WG01	ER+ Typical	RS2	9	1
CURTIS_H000465_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H000466_T01_01_WG01	ER+ Typical	RS2	7	0.903089986991944
CURTIS_H000467_T01_01_WG01	ER+ Typical	RS2	27	1.44715803134222
CURTIS_H000468_T01_01_WG01	ER+ Typical	RS2	47	1.68124123737559
CURTIS_H000469_T01_01_WG01	ER+ Typical	RS2	4	0.698970004336019
CURTIS_H000470_T01_01_WG01	ER+ Typical	RS2	6	0.845098040014257
CURTIS_H000471_T01_01_WG01	ER+ Typical	RS2	12	1.11394335230684
CURTIS_H000472_T01_01_WG01	IC9	RS2	25	1.41497334797082
CURTIS_H000473_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H000474_T01_01_WG01	ER+ Typical	RS2	24	1.39794000867204
CURTIS_H000475_T01_01_WG01	ER+ Typical	RS2	44	1.65321251377534
CURTIS_H000476_T01_01_WG01	ER+ Typical	RS2	6	0.845098040014257
CURTIS_H000477_T01_01_WG01	IC1	RS2	3	0.602059991327962
CURTIS_H000478_T01_01_WG01	IC9	RS2	44	1.65321251377534
CURTIS_H000479_T01_01_WG01	IC9	RS2	0	0
CURTIS_H000481_T01_01_WG01	ER+ Typical	RS2	51	1.7160033436348
CURTIS_H000482_T01_01_WG01	ER+ Typical	RS2	143	2.15836249209525
CURTIS_H000483_T01_01_WG01	ER+ Typical	RS2	56	1.75587485567249
CURTIS_H000484_T01_01_WG01	IC6	RS2	11	1.07918124604762
CURTIS_H000485_T01_01_WG01	IC2	RS2	53	1.73239375982297
CURTIS_H000486_T01_01_WG01	ER+ Typical	RS2	1	0.301029995663981
CURTIS_H000487_T01_01_WG01	HER2+	RS2	45	1.66275783168157
CURTIS_H000488_T01_01_WG01	ER+ Typical	RS2	3	0.602059991327962
CURTIS_H000489_T01_01_WG01	IC6	RS2	79	1.90308998699194
CURTIS_H000490_T01_01_WG01	ER+ Typical	RS2	14	1.17609125905568
CURTIS_H000491_T01_01_WG01	ER+ Typical	RS2	2	0.477121254719662
CURTIS_H000492_T01_01_WG01	ER+ Typical	RS2	4	0.698970004336019
CURTIS_H000493_T01_01_WG01	ER+ Typical	RS2	34	1.54406804435028
CURTIS_H000494_T01_01_WG01	ER+ Typical	RS2	33	1.53147891704226
CURTIS_H000495_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H000496_T01_01_WG01	ER+ Typical	RS2	22	1.36172783601759
CURTIS_H000497_T01_01_WG01	IC9	RS2	31	1.50514997831991
CURTIS_H000500_T01_01_WG01	IC2	RS2	13	1.14612803567824
CURTIS_H000502_T01_01_WG01	HER2+	RS2	139	2.14612803567824
CURTIS_H000503_T01_01_WG01	ER+ Typical	RS2	NA	NA
CURTIS_H000505_T01_01_WG01	IC9	RS2	84	1.92941892571429
CURTIS_H000507_T01_01_WG01	ER+ Typical	RS2	43	1.64345267648619
CURTIS_H000511_T01_01_WG01	IC1	RS2	130	2.11727129565576
CURTIS_H000513_T01_01_WG01	IC9	RS2	27	1.44715803134222
CURTIS_H000518_T01_01_WG01	IC2	RS2	0	0
CURTIS_H000519_T01_01_WG01	IC1	RS2	61	1.79239168949825
CURTIS_H000520_T01_01_WG01	HER2+	RS2	2	0.477121254719662
CURTIS_H000521_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H000522_T01_01_WG01	ER+ Typical	RS2	4	0.698970004336019
CURTIS_H000523_T01_01_WG01	HER2+	RS2	102	2.01283722470517
CURTIS_H000524_T01_01_WG01	HER2+	RS2	19	1.30102999566398
CURTIS_H000526_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H000527_T01_01_WG01	IC1	RS2	72	1.86332286012046
CURTIS_H000529_T01_01_WG01	IC2	RS2	0	0
CURTIS_H000530_T01_01_WG01	HER2+	RS2	62	1.79934054945358
CURTIS_H000532_T01_01_WG01	ER+ Typical	RS2	173	2.2405492482826
CURTIS_H000534_T01_01_WG01	IC9	RS2	21	1.34242268082221
CURTIS_H000535_T01_01_WG01	IC9	RS2	10	1.04139268515822
CURTIS_H000537_T01_01_WG01	HER2+	RS2	118	2.07554696139253
CURTIS_H000539_T01_01_WG01	IC9	RS2	49	1.69897000433602
CURTIS_H000541_T01_01_WG01	IC9	RS2	79	1.90308998699194
CURTIS_H000546_T01_01_WG01	IC9	RS2	37	1.57978359661681
CURTIS_H000547_T01_01_WG01	HER2+	RS2	33	1.53147891704226
CURTIS_H000548_T01_01_WG01	HER2+	RS2	6	0.845098040014257
CURTIS_H000552_T01_01_WG01	ER+ Typical	RS2	16	1.23044892137827
CURTIS_H000553_T01_01_WG01	IC1	RS2	53	1.73239375982297
CURTIS_H000554_T01_01_WG01	IC9	RS2	33	1.53147891704226
CURTIS_H000557_T01_01_WG01	ER+ Typical	RS2	12	1.11394335230684
CURTIS_H000558_T01_01_WG01	HER2+	RS2	225	2.3541084391474
CURTIS_H000559_T01_01_WG01	HER2+	RS2	28	1.46239799789896
CURTIS_H000565_T01_01_WG01	IC9	RS2	23	1.38021124171161
CURTIS_H000567_T01_01_WG01	IC9	RS2	25	1.41497334797082
CURTIS_H000581_T01_01_WG01	IC9	RS2	41	1.6232492903979
CURTIS_H000585_T01_01_WG01	IC9	RS2	21	1.34242268082221
CURTIS_H000586_T01_01_WG01	ER+ Typical	RS2	NA	NA
CURTIS_H000587_T01_01_WG01	HER2+	RS2	21	1.34242268082221
CURTIS_H000591_T01_01_WG01	ER+ Typical	RS2	39	1.60205999132796
CURTIS_H000592_T01_01_WG01	ER+ Typical	RS2	9	1
CURTIS_H000593_T01_01_WG01	IC1	RS2	87	1.94448267215017
CURTIS_H000744_T01_01_WG01	ER+ Typical	RS2	NA	NA
CURTIS_H000793_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001391_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001392_T01_01_WG01	ER+ Typical	RS2	16	1.23044892137827
CURTIS_H001393_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001394_T01_01_WG01	IC1	RS2	16	1.23044892137827
CURTIS_H001395_T01_01_WG01	IC1	RS2	99	2
CURTIS_H001396_T01_01_WG01	ER+ Typical	RS2	30	1.49136169383427
CURTIS_H001397_T01_01_WG01	ER+ Typical	RS2	10	1.04139268515822
CURTIS_H001398_T01_01_WG01	IC2	RS2	36	1.56820172406699
CURTIS_H001399_T01_01_WG01	HER2+	RS2	23	1.38021124171161
CURTIS_H001400_T01_01_WG01	IC1	RS2	82	1.91907809237607
CURTIS_H001401_T01_01_WG01	HER2+	RS2	29	1.47712125471966
CURTIS_H001402_T01_01_WG01	ER+ Typical	RS2	10	1.04139268515822
CURTIS_H001403_T01_01_WG01	IC1	RS2	6	0.845098040014257
CURTIS_H001404_T01_01_WG01	HER2+	RS2	124	2.09691001300806
CURTIS_H001405_T01_01_WG01	ER+ Typical	RS2	9	1
CURTIS_H001406_T01_01_WG01	ER+ Typical	RS2	28	1.46239799789896
CURTIS_H001407_T01_01_WG01	ER+ Typical	RS2	8	0.954242509439325
CURTIS_H001408_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001409_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001410_T01_01_WG01	ER+ Typical	RS2	23	1.38021124171161
CURTIS_H001411_T01_01_WG01	ER+ Typical	RS2	3	0.602059991327962
CURTIS_H001412_T01_01_WG01	ER+ Typical	RS2	7	0.903089986991944
CURTIS_H001413_T01_01_WG01	ER+ Typical	RS2	7	0.903089986991944
CURTIS_H001414_T01_01_WG01	ER+ Typical	RS2	33	1.53147891704226
CURTIS_H001415_T01_01_WG01	ER+ Typical	RS2	31	1.50514997831991
CURTIS_H001416_T01_01_WG01	IC9	RS2	50	1.70757017609794
CURTIS_H001417_T01_01_WG01	IC1	RS2	28	1.46239799789896
CURTIS_H001418_T01_01_WG01	ER+ Typical	RS2	2	0.477121254719662
CURTIS_H001419_T01_01_WG01	IC6	RS2	33	1.53147891704226
CURTIS_H001420_T01_01_WG01	ER+ Typical	RS2	7	0.903089986991944
CURTIS_H001421_T01_01_WG01	ER+ Typical	RS2	14	1.17609125905568
CURTIS_H001422_T01_01_WG01	IC6	RS2	9	1
CURTIS_H001423_T01_01_WG01	ER+ Typical	RS2	3	0.602059991327962
CURTIS_H001424_T01_01_WG01	ER+ Typical	RS2	20	1.32221929473392
CURTIS_H001426_T01_01_WG01	ER+ Typical	RS2	5	0.778151250383644
CURTIS_H001427_T01_01_WG01	ER+ Typical	RS2	13	1.14612803567824
CURTIS_H001428_T01_01_WG01	ER+ Typical	RS2	9	1
CURTIS_H001429_T01_01_WG01	IC1	RS2	11	1.07918124604762
CURTIS_H001430_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001431_T01_01_WG01	ER+ Typical	RS2	1	0.301029995663981
CURTIS_H001432_T01_01_WG01	IC2	RS2	24	1.39794000867204
CURTIS_H001433_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001434_T01_01_WG01	ER+ Typical	RS2	4	0.698970004336019
CURTIS_H001435_T01_01_WG01	ER+ Typical	RS2	31	1.50514997831991
CURTIS_H001436_T01_01_WG01	IC1	RS2	29	1.47712125471966
CURTIS_H001437_T01_01_WG01	ER+ Typical	RS2	8	0.954242509439325
CURTIS_H001438_T01_01_WG01	IC6	RS2	0	0
CURTIS_H001439_T01_01_WG01	ER+ Typical	RS2	6	0.845098040014257
CURTIS_H001440_T01_01_WG01	HER2+	RS2	7	0.903089986991944
CURTIS_H001441_T01_01_WG01	HER2+	RS2	2	0.477121254719662
CURTIS_H001442_T01_01_WG01	HER2+	RS2	25	1.41497334797082
CURTIS_H001443_T01_01_WG01	ER+ Typical	RS2	19	1.30102999566398
CURTIS_H001444_T01_01_WG01	IC6	RS2	9	1
CURTIS_H001445_T01_01_WG01	ER+ Typical	RS2	167	2.22530928172586
CURTIS_H001446_T01_01_WG01	ER+ Typical	RS2	23	1.38021124171161
CURTIS_H001447_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001448_T01_01_WG01	ER+ Typical	RS2	15	1.20411998265592
CURTIS_H001449_T01_01_WG01	ER+ Typical	RS2	29	1.47712125471966
CURTIS_H001450_T01_01_WG01	ER+ Typical	RS2	3	0.602059991327962
CURTIS_H001451_T01_01_WG01	ER+ Typical	RS2	7	0.903089986991944
CURTIS_H001452_T01_01_WG01	IC2	RS2	20	1.32221929473392
CURTIS_H001453_T01_01_WG01	ER+ Typical	RS2	5	0.778151250383644
CURTIS_H001454_T01_01_WG01	ER+ Typical	RS2	21	1.34242268082221
CURTIS_H001455_T01_01_WG01	ER+ Typical	RS2	17	1.25527250510331
CURTIS_H001456_T01_01_WG01	ER+ Typical	RS2	5	0.778151250383644
CURTIS_H001457_T01_01_WG01	ER+ Typical	RS2	3	0.602059991327962
CURTIS_H001458_T01_01_WG01	ER+ Typical	RS2	29	1.47712125471966
CURTIS_H001459_T01_01_WG01	IC1	RS2	30	1.49136169383427
CURTIS_H001460_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001461_T01_01_WG01	IC9	RS2	42	1.63346845557959
CURTIS_H001462_T01_01_WG01	HER2+	RS2	29	1.47712125471966
CURTIS_H001463_T01_01_WG01	HER2+	RS2	2	0.477121254719662
CURTIS_H001464_T01_01_WG01	ER+ Typical	RS2	54	1.74036268949424
CURTIS_H001465_T01_01_WG01	HER2+	RS2	68	1.83884909073726
