Samples	SV32A	SV32B	SV32C	SV32D	SV32E	SV32F
CURTIS_H004040_T01_01_WG01	148	34	39	18	5	2
CURTIS_H004204_T01_01_WG01	118	5	15	29	1	20
CURTIS_H004195_T01_01_WG01	0	69	14	163	3	86
CURTIS_H001538_T01_01_WG01	1	5	0	0	0	0
CURTIS_H000558_T01_01_WG01	187	211	110	0	0	15
CURTIS_H004590_T01_01_WG01	0	132	3	111	10	0
CURTIS_H004675_T01_01_WG01	24	0	16	4	0	7
CURTIS_H000428_T01_01_WG01	6	0	1	0	0	0
CURTIS_H004423_T02_01_WG01	43	91	24	35	0	8
CURTIS_H004761_T01_01_WG01	96	25	25	76	5	13
CURTIS_H004252_T01_01_WG01	10	10	13	0	0	3
CURTIS_H004730_T01_01_WG01	13	25	0	43	0	3
CURTIS_H004627_T02_01_WG01	0	120	2	79	10	7
CURTIS_H004150_T01_01_WG01	237	89	151	11	0	65
CURTIS_H001475_T01_01_WG01	18	5	0	0	0	0
CURTIS_H004126_T02_01_WG01	0	12	0	30	1	3
CURTIS_H004005_T01_01_WG01	0	1	0	4	1	0
CURTIS_H000391_T01_01_WG01	30	46	0	8	2	2
CURTIS_H004054_T01_01_WG01	27	55	7	43	26	64
CURTIS_H004599_T01_01_WG01	3	68	4	93	3	1
CURTIS_H001537_T01_01_WG01	85	17	26	17	0	2
CURTIS_H000479_T01_01_WG01	28	0	0	4	208	28
CURTIS_H004267_T01_01_WG01	17	30	0	8	1	3
CURTIS_H004435_T01_01_WG01	183	0	28	14	3	0
CURTIS_H001670_T01_01_WG01	0	88	16	102	6	3
CURTIS_H004290_T01_01_WG01	56	41	10	11	2	4
CURTIS_H004749_T01_01_WG01	10	23	0	2	0	2
CURTIS_H004082_T03_01_WG01	0	3	11	1	0	0
CURTIS_H001733_T01_01_WG01	10	170	18	55	205	22
CURTIS_H004009_T01_01_WG01	28	82	3	113	374	27
CURTIS_H001544_T01_01_WG01	44	24	41	0	0	8
CURTIS_H000426_T01_01_WG01	55	21	57	7	3	1
CURTIS_H004768_T01_01_WG01	22	28	19	9	0	0
CURTIS_H002069_T01_01_WG01	1	2	0	3	0	3
CURTIS_H000411_T01_01_WG01	6	34	1	76	60	0
CURTIS_H004688_T01_01_WG01	9	53	11	100	1	4
CURTIS_H004330_T01_01_WG01	58	123	41	39	6	4
CURTIS_H004104_T01_01_WG01	6	33	0	6	0	6
CURTIS_H001507_T01_01_WG01	0	0	0	0	1	1
CURTIS_H004653_T01_01_WG01	154	19	85	18	0	2
CURTIS_H000465_T01_01_WG01	0	0	0	0	0	2
CURTIS_H000523_T01_01_WG01	63	97	46	20	0	139
CURTIS_H004440_T01_01_WG01	0	17	0	14	2	4
CURTIS_H004301_T01_01_WG01	68	24	39	7	0	15
CURTIS_H004208_T01_01_WG01	0	21	2	14	2	3
CURTIS_H004678_T01_01_WG01	31	155	1	134	0	5
CURTIS_H004285_T01_01_WG01	152	64	111	27	0	25
CURTIS_H001466_T01_01_WG01	101	72	62	0	0	4
CURTIS_H001410_T01_01_WG01	19	21	31	3	1	3
CURTIS_H004741_T01_01_WG01	204	372	108	36	0	131
CURTIS_H004731_T01_01_WG01	34	23	11	9	0	3
CURTIS_H000528_T01_01_WG01	34	22	9	24	7	11
CURTIS_H004080_T01_01_WG01	33	211	45	86	121	135
CURTIS_H004249_T01_01_WG01	32	42	12	54	1	27
CURTIS_H004685_T01_01_WG01	141	157	338	33	0	546
CURTIS_H004476_T01_01_WG01	109	325	236	36	0	34
CURTIS_H000564_T01_01_WG01	0	43	5	40	20	0
CURTIS_H001536_T01_01_WG01	0	5	12	0	0	0
CURTIS_H004710_T01_01_WG01	35	12	9	8	0	19
CURTIS_H004733_T01_01_WG01	210	214	313	18	12	10
CURTIS_H004585_T01_01_WG01	0	0	0	78	33	63
CURTIS_H004513_T01_01_WG01	58	122	24	66	3	11
CURTIS_H001461_T01_01_WG01	42	40	12	2	0	20
CURTIS_H000420_T01_01_WG01	29	1	2	1	0	6
CURTIS_H000397_T01_01_WG01	37	67	37	67	97	13
CURTIS_H004085_T01_01_WG01	16	20	33	55	20	46
CURTIS_H001572_T01_01_WG01	1	1	0	0	0	0
CURTIS_H004658_T01_01_WG01	0	38	6	0	1	0
CURTIS_H000385_T01_01_WG01	26	26	1	0	0	1
CURTIS_H000480_T01_01_WG01	12	69	13	99	12	8
CURTIS_H004127_T01_01_WG01	42	32	2	11	0	12
CURTIS_H000569_T01_01_WG01	165	50	16	4	0	7
CURTIS_H004210_T01_01_WG01	186	44	296	7	1	5
CURTIS_H004410_T01_01_WG01	351	120	101	33	2	2
CURTIS_H004071_T02_01_WG01	124	10	48	8	0	2
CURTIS_H004480_T01_01_WG01	488	4	285	24	0	21
CURTIS_H001668_T01_01_WG01	57	162	38	191	0	23
CURTIS_H001549_T01_01_WG01	8	27	2	6	0	5
CURTIS_H004652_T01_01_WG01	11	6	0	21	0	8
